customer_id,name,age_group,gender,region,city,registration_date,is_returning
CUST0037,Customer_0037,46-55,Female,South,Bangalore,2023-04-29,1
CUST0038,Customer_0038,36-45,Male,East,Bhubaneswar,2023-04-19,0
CUST0039,Customer_0039,26-35,Female,East,Guwahati,2023-04-30,1
CUST0040,Customer_0040,26-35,Other,West,Surat,2023-05-28,1
CUST0041,Customer_0041,18-25,Male,Central,Gwalior,2023-03-04,1
CUST0042,Customer_0042,55+,Female,South,Chennai,2023-01-20,0
CUST0043,Customer_0043,46-55,Male,North,Jaipur,2023-06-13,0
CUST0044,Customer_0044,18-25,Male,West,Surat,2023-06-01,1
CUST0045,Customer_0045,26-35,Female,East,Patna,2023-03-01,0
CUST0046,Customer_0046,26-35,Male,West,Pune,2023-06-29,0
CUST0047,Customer_0047,18-25,Female,South,Hyderabad,2023-03-12,0
CUST0048,Customer_0048,55+,Male,North,Jaipur,2023-05-25,0
CUST0049,Customer_0049,55+,Male,West,Pune,2023-02-03,1
CUST0050,Customer_0050,26-35,Female,South,Hyderabad,2023-06-16,1
CUST0051,Customer_0051,36-45,Female,South,Chennai,2023-02-12,1
CUST0052,Customer_0052,26-35,Male,South,Chennai,2023-02-19,1
CUST0053,Customer_0053,26-35,Female,North,Delhi,2023-01-05,1
CUST0054,Customer_0054,26-35,Female,West,Pune,2023-01-22,0
CUST0055,Customer_0055,55+,Male,South,Chennai,2023-03-07,0
CUST0056,Customer_0056,36-45,Female,North,Delhi,2023-02-11,0
CUST0057,Customer_0057,18-25,Male,North,Lucknow,2023-03-17,0
CUST0058,Customer_0058,36-45,Female,West,Ahmedabad,2023-06-06,0
CUST0059,Customer_0059,26-35,Female,West,Nagpur,2023-04-08,0
CUST0060,Customer_0060,55+,Female,West,Surat,2023-03-16,0
CUST0061,Customer_0061,26-35,Male,East,Kolkata,2023-02-15,0
CUST0062,Customer_0062,46-55,Male,West,Mumbai,2023-02-12,0
CUST0063,Customer_0063,36-45,Male,North,Chandigarh,2023-02-22,0
CUST0064,Customer_0064,26-35,Male,East,Guwahati,2023-02-17,0
CUST0065,Customer_0065,18-25,Male,South,Kochi,2023-05-10,0
CUST0066,Customer_0066,55+,Male,South,Kochi,2023-03-30,1
CUST0067,Customer_0067,46-55,Male,North,Amritsar,2023-02-11,0
CUST0068,Customer_0068,26-35,Male,East,Bhubaneswar,2023-04-23,0
CUST0069,Customer_0069,26-35,Female,West,Ahmedabad,2023-02-15,1
CUST0070,Customer_0070,55+,Male,North,Chandigarh,2023-05-21,1
CUST0071,Customer_0071,26-35,Male,East,Kolkata,2023-04-13,1
CUST0072,Customer_0072,18-25,Female,East,Kolkata,2023-03-28,1
CUST0073,Customer_0073,36-45,Male,South,Chennai,2023-01-17,0
CUST0074,Customer_0074,26-35,Female,East,Patna,2023-01-04,0
CUST0075,Customer_0075,36-45,Female,South,Bangalore,2023-02-11,0
CUST0076,Customer_0076,36-45,Male,North,Delhi,2023-04-27,1
CUST0077,Customer_0077,18-25,Male,West,Surat,2023-01-22,0
CUST0078,Customer_0078,18-25,Male,North,Chandigarh,2023-04-08,0
CUST0079,Customer_0079,36-45,Female,North,Amritsar,2023-02-25,0
CUST0080,Customer_0080,46-55,Male,North,Delhi,2023-06-16,0
CUST0081,Customer_0081,55+,Female,South,Kochi,2023-05-09,0
CUST0082,Customer_0082,36-45,Female,West,Mumbai,2023-03-26,0
CUST0083,Customer_0083,55+,Male,North,Jaipur,2023-01-10,0
CUST0084,Customer_0084,46-55,Female,East,Bhubaneswar,2023-06-10,1
CUST0085,Customer_0085,18-25,Female,East,Patna,2023-01-06,0
CUST0086,Customer_0086,46-55,Female,South,Kochi,2023-01-06,0
CUST0087,Customer_0087,55+,Female,Central,Gwalior,2023-05-12,0
CUST0088,Customer_0088,18-25,Female,South,Bangalore,2023-03-16,0
CUST0089,Customer_0089,55+,Male,West,Ahmedabad,2023-04-28,0
CUST0090,Customer_0090,46-55,Male,East,Bhubaneswar,2023-01-14,1
CUST0091,Customer_0091,36-45,Male,North,Delhi,2023-05-30,0
CUST0092,Customer_0092,26-35,Female,Central,Raipur,2023-01-05,0
CUST0093,Customer_0093,36-45,Female,West,Mumbai,2023-02-16,1
CUST0094,Customer_0094,36-45,Female,East,Kolkata,2023-04-10,0
CUST0095,Customer_0095,36-45,Female,West,Pune,2023-03-07,0
CUST0096,Customer_0096,46-55,Male,West,Ahmedabad,2023-06-05,0
CUST0097,Customer_0097,36-45,Female,East,Ranchi,2023-06-04,0
CUST0098,Customer_0098,46-55,Male,South,Bangalore,2023-05-10,0
CUST0099,Customer_0099,26-35,Female,East,Ranchi,2023-03-27,1
CUST0100,Customer_0100,46-55,Female,North,Amritsar,2023-05-14,1
CUST0101,Customer_0101,55+,Female,South,Kochi,2023-01-02,0
CUST0102,Customer_0102,18-25,Male,North,Lucknow,2023-04-20,0
CUST0103,Customer_0103,26-35,Male,West,Ahmedabad,2023-01-24,0
CUST0104,Customer_0104,26-35,Male,North,Amritsar,2023-03-22,0
CUST0105,Customer_0105,36-45,Male,North,Chandigarh,2023-03-25,1
CUST0106,Customer_0106,46-55,Female,South,Hyderabad,2023-01-12,0
CUST0107,Customer_0107,36-45,Female,South,Chennai,2023-02-26,1
CUST0108,Customer_0108,55+,Female,West,Pune,2023-06-23,1
CUST0109,Customer_0109,26-35,Female,East,Ranchi,2023-02-12,1
CUST0110,Customer_0110,55+,Male,North,Amritsar,2023-03-21,0
CUST0111,Customer_0111,36-45,Female,North,Amritsar,2023-04-23,1
CUST0112,Customer_0112,55+,Male,West,Pune,2023-03-17,0
CUST0113,Customer_0113,46-55,Male,South,Hyderabad,2023-05-22,0
CUST0114,Customer_0114,46-55,Male,North,Delhi,2023-01-12,1
CUST0115,Customer_0115,46-55,Male,South,Coimbatore,2023-05-21,0
CUST0116,Customer_0116,18-25,Female,North,Jaipur,2023-04-02,0
CUST0117,Customer_0117,55+,Male,South,Bangalore,2023-04-11,0
CUST0118,Customer_0118,26-35,Female,South,Bangalore,2023-03-13,0
CUST0119,Customer_0119,55+,Male,Central,Bhopal,2023-03-16,0
CUST0120,Customer_0120,55+,Male,North,Amritsar,2023-02-07,0
CUST0121,Customer_0121,36-45,Male,West,Mumbai,2023-04-23,1
CUST0122,Customer_0122,46-55,Female,East,Kolkata,2023-03-01,0
CUST0123,Customer_0123,46-55,Female,Central,Indore,2023-05-11,0
CUST0124,Customer_0124,36-45,Female,East,Bhubaneswar,2023-04-02,1
CUST0125,Customer_0125,18-25,Male,North,Chandigarh,2023-01-12,1
CUST0126,Customer_0126,26-35,Female,East,Kolkata,2023-04-29,1
CUST0127,Customer_0127,26-35,Female,North,Lucknow,2023-02-27,1
CUST0128,Customer_0128,18-25,Female,South,Coimbatore,2023-04-29,0
CUST0129,Customer_0129,26-35,Female,North,Delhi,2023-03-20,0
CUST0130,Customer_0130,55+,Male,West,Ahmedabad,2023-05-09,0
CUST0131,Customer_0131,55+,Female,Central,Raipur,2023-06-27,1
CUST0132,Customer_0132,26-35,Male,West,Ahmedabad,2023-02-22,1
CUST0133,Customer_0133,36-45,Female,South,Kochi,2023-01-22,0
CUST0134,Customer_0134,18-25,Female,North,Chandigarh,2023-05-04,0
CUST0135,Customer_0135,26-35,Female,West,Mumbai,2023-02-15,0
CUST0136,Customer_0136,36-45,Male,South,Kochi,2023-03-19,0
CUST0137,Customer_0137,26-35,Female,West,Mumbai,2023-04-07,1
CUST0138,Customer_0138,36-45,Female,West,Surat,2023-03-14,0
CUST0139,Customer_0139,18-25,Male,East,Ranchi,2023-03-26,1
CUST0140,Customer_0140,26-35,Male,East,Guwahati,2023-06-22,1
CUST0141,Customer_0141,36-45,Male,West,Nagpur,2023-03-27,0
CUST0142,Customer_0142,46-55,Male,North,Chandigarh,2023-01-18,0
CUST0143,Customer_0143,36-45,Male,Central,Indore,2023-04-16,0
CUST0144,Customer_0144,46-55,Male,North,Lucknow,2023-01-16,0
CUST0145,Customer_0145,26-35,Female,South,Chennai,2023-04-24,1
CUST0146,Customer_0146,36-45,Male,West,Surat,2023-06-03,0
CUST0147,Customer_0147,55+,Male,Central,Jabalpur,2023-06-10,0
CUST0148,Customer_0148,26-35,Male,Central,Jabalpur,2023-05-05,1
CUST0149,Customer_0149,55+,Male,East,Patna,2023-05-06,1
CUST0150,Customer_0150,26-35,Male,East,Guwahati,2023-01-27,1
CUST0151,Customer_0151,18-25,Female,South,Hyderabad,2023-01-04,0
CUST0152,Customer_0152,46-55,Female,Central,Gwalior,2023-02-02,0
CUST0153,Customer_0153,26-35,Female,North,Chandigarh,2023-01-30,0
CUST0154,Customer_0154,18-25,Female,South,Chennai,2023-01-07,0
CUST0155,Customer_0155,26-35,Male,North,Amritsar,2023-02-20,0
CUST0156,Customer_0156,36-45,Female,South,Kochi,2023-02-18,0
CUST0157,Customer_0157,46-55,Male,North,Delhi,2023-03-29,1
CUST0158,Customer_0158,46-55,Female,West,Pune,2023-01-12,0
CUST0159,Customer_0159,36-45,Female,South,Kochi,2023-04-06,1
CUST0160,Customer_0160,18-25,Male,East,Guwahati,2023-06-16,1
CUST0161,Customer_0161,46-55,Female,South,Chennai,2023-01-25,0
CUST0162,Customer_0162,26-35,Male,West,Mumbai,2023-06-27,0
CUST0163,Customer_0163,36-45,Female,South,Hyderabad,2023-06-01,0
CUST0164,Customer_0164,36-45,Female,North,Chandigarh,2023-04-11,1
CUST0165,Customer_0165,18-25,Female,North,Lucknow,2023-01-22,0
CUST0166,Customer_0166,26-35,Female,South,Hyderabad,2023-01-30,0
CUST0167,Customer_0167,46-55,Male,East,Ranchi,2023-02-04,0
CUST0168,Customer_0168,36-45,Male,South,Kochi,2023-03-30,0
CUST0169,Customer_0169,18-25,Female,West,Nagpur,2023-02-14,0
CUST0170,Customer_0170,46-55,Male,South,Hyderabad,2023-01-10,0
CUST0171,Customer_0171,36-45,Male,West,Nagpur,2023-03-16,0
CUST0172,Customer_0172,18-25,Female,North,Lucknow,2023-01-17,0
CUST0173,Customer_0173,26-35,Male,North,Amritsar,2023-05-25,1
CUST0174,Customer_0174,26-35,Male,North,Amritsar,2023-04-04,1
CUST0175,Customer_0175,26-35,Male,South,Kochi,2023-05-12,0
CUST0176,Customer_0176,36-45,Other,East,Bhubaneswar,2023-03-15,0
CUST0177,Customer_0177,26-35,Male,East,Kolkata,2023-01-27,0
CUST0178,Customer_0178,18-25,Male,West,Surat,2023-03-12,0
CUST0179,Customer_0179,18-25,Male,North,Delhi,2023-01-06,0
CUST0180,Customer_0180,36-45,Male,West,Ahmedabad,2023-03-11,1
CUST0181,Customer_0181,46-55,Male,North,Chandigarh,2023-06-04,1
CUST0182,Customer_0182,26-35,Female,Central,Raipur,2023-03-25,0
CUST0183,Customer_0183,26-35,Male,North,Chandigarh,2023-06-04,1
CUST0184,Customer_0184,55+,Male,West,Pune,2023-03-23,0
CUST0185,Customer_0185,18-25,Male,South,Bangalore,2023-05-23,1
CUST0186,Customer_0186,26-35,Male,West,Pune,2023-02-01,1
CUST0187,Customer_0187,18-25,Female,East,Patna,2023-01-21,0
CUST0188,Customer_0188,18-25,Female,West,Nagpur,2023-05-14,1
CUST0189,Customer_0189,36-45,Female,East,Ranchi,2023-06-24,0
CUST0190,Customer_0190,46-55,Female,South,Coimbatore,2023-05-14,1
CUST0191,Customer_0191,18-25,Female,West,Nagpur,2023-03-05,0
CUST0192,Customer_0192,26-35,Female,North,Amritsar,2023-06-15,1
CUST0193,Customer_0193,36-45,Female,East,Guwahati,2023-02-03,0
CUST0194,Customer_0194,55+,Male,North,Jaipur,2023-04-10,1
CUST0195,Customer_0195,36-45,Male,West,Ahmedabad,2023-02-21,0
CUST0196,Customer_0196,55+,Female,West,Ahmedabad,2023-06-12,0
CUST0197,Customer_0197,26-35,Female,South,Bangalore,2023-03-30,0
CUST0198,Customer_0198,18-25,Female,East,Ranchi,2023-02-27,1
CUST0199,Customer_0199,36-45,Female,East,Guwahati,2023-06-29,1
CUST0200,Customer_0200,36-45,Female,North,Amritsar,2023-02-15,1
CUST0201,Customer_0201,18-25,Female,South,Hyderabad,2023-04-29,1
CUST0202,Customer_0202,55+,Male,East,Patna,2023-02-03,1
CUST0203,Customer_0203,26-35,Female,West,Nagpur,2023-05-13,0
CUST0204,Customer_0204,18-25,Male,West,Nagpur,2023-02-10,1
CUST0205,Customer_0205,46-55,Female,South,Coimbatore,2023-04-23,1
CUST0206,Customer_0206,18-25,Male,Central,Gwalior,2023-05-06,1
CUST0207,Customer_0207,36-45,Male,South,Hyderabad,2023-06-03,0
CUST0208,Customer_0208,26-35,Female,Central,Indore,2023-06-15,1
CUST0209,Customer_0209,46-55,Female,West,Nagpur,2023-02-24,0
CUST0210,Customer_0210,36-45,Female,South,Kochi,2023-02-26,0
CUST0211,Customer_0211,18-25,Male,North,Delhi,2023-02-16,1
CUST0212,Customer_0212,26-35,Female,West,Pune,2023-04-23,0
CUST0213,Customer_0213,36-45,Female,North,Delhi,2023-01-29,0
CUST0214,Customer_0214,18-25,Male,West,Mumbai,2023-03-02,1
CUST0215,Customer_0215,36-45,Female,East,Ranchi,2023-03-17,1
CUST0216,Customer_0216,46-55,Male,South,Bangalore,2023-06-05,0
CUST0217,Customer_0217,36-45,Female,South,Kochi,2023-02-07,1
CUST0218,Customer_0218,18-25,Male,North,Amritsar,2023-04-01,1
CUST0219,Customer_0219,46-55,Female,East,Guwahati,2023-06-24,0
CUST0220,Customer_0220,46-55,Male,South,Kochi,2023-01-25,0
CUST0221,Customer_0221,26-35,Male,North,Lucknow,2023-01-21,0
CUST0222,Customer_0222,18-25,Female,South,Hyderabad,2023-03-23,1
CUST0223,Customer_0223,46-55,Female,East,Bhubaneswar,2023-06-13,0
CUST0224,Customer_0224,36-45,Male,West,Nagpur,2023-01-04,0
CUST0225,Customer_0225,46-55,Male,North,Jaipur,2023-02-02,1
CUST0226,Customer_0226,18-25,Female,West,Mumbai,2023-06-24,1
CUST0227,Customer_0227,55+,Female,North,Jaipur,2023-05-13,1
CUST0228,Customer_0228,46-55,Male,West,Mumbai,2023-01-11,0
CUST0229,Customer_0229,26-35,Female,South,Chennai,2023-06-13,1
CUST0230,Customer_0230,46-55,Male,East,Ranchi,2023-05-04,1
CUST0231,Customer_0231,26-35,Male,East,Bhubaneswar,2023-01-24,1
CUST0232,Customer_0232,18-25,Male,North,Amritsar,2023-03-27,1
CUST0233,Customer_0233,55+,Male,Central,Bhopal,2023-06-10,0
CUST0234,Customer_0234,26-35,Male,South,Bangalore,2023-02-28,0
CUST0235,Customer_0235,46-55,Male,South,Bangalore,2023-03-31,0
CUST0236,Customer_0236,36-45,Male,East,Kolkata,2023-01-26,0
CUST0237,Customer_0237,46-55,Male,North,Chandigarh,2023-03-24,0
CUST0238,Customer_0238,36-45,Female,South,Kochi,2023-05-15,0
CUST0239,Customer_0239,55+,Female,East,Bhubaneswar,2023-03-31,0
CUST0240,Customer_0240,18-25,Male,East,Guwahati,2023-01-11,0
CUST0241,Customer_0241,26-35,Female,North,Delhi,2023-03-08,0
CUST0242,Customer_0242,46-55,Female,East,Ranchi,2023-01-26,0
CUST0243,Customer_0243,26-35,Male,North,Lucknow,2023-05-11,0
CUST0244,Customer_0244,55+,Male,West,Ahmedabad,2023-04-04,1
CUST0245,Customer_0245,46-55,Female,North,Amritsar,2023-01-20,0
CUST0246,Customer_0246,36-45,Female,West,Nagpur,2023-06-15,1
CUST0247,Customer_0247,26-35,Female,North,Delhi,2023-06-12,0
CUST0248,Customer_0248,55+,Male,South,Kochi,2023-03-01,1
CUST0249,Customer_0249,46-55,Male,West,Surat,2023-06-14,1
CUST0250,Customer_0250,18-25,Male,South,Kochi,2023-06-05,1
CUST0251,Customer_0251,26-35,Male,South,Hyderabad,2023-01-14,0
CUST0252,Customer_0252,36-45,Female,East,Kolkata,2023-02-04,1
CUST0253,Customer_0253,26-35,Male,East,Bhubaneswar,2023-03-29,1
CUST0254,Customer_0254,18-25,Female,North,Amritsar,2023-02-15,0
CUST0255,Customer_0255,46-55,Male,North,Lucknow,2023-03-26,0
CUST0256,Customer_0256,26-35,Female,East,Guwahati,2023-02-20,1
CUST0257,Customer_0257,18-25,Male,West,Pune,2023-03-13,0
CUST0258,Customer_0258,55+,Female,West,Mumbai,2023-01-02,0
CUST0259,Customer_0259,55+,Female,South,Bangalore,2023-06-20,0
CUST0260,Customer_0260,36-45,Male,West,Pune,2023-06-03,1
CUST0261,Customer_0261,26-35,Male,North,Lucknow,2023-04-16,1
CUST0262,Customer_0262,36-45,Male,West,Ahmedabad,2023-04-28,1
CUST0263,Customer_0263,55+,Male,East,Guwahati,2023-06-06,0
CUST0264,Customer_0264,46-55,Female,West,Nagpur,2023-05-30,0
CUST0265,Customer_0265,36-45,Male,East,Patna,2023-04-24,0
CUST0266,Customer_0266,18-25,Male,South,Hyderabad,2023-02-15,1
CUST0267,Customer_0267,18-25,Male,East,Guwahati,2023-06-23,1
CUST0268,Customer_0268,46-55,Male,Central,Gwalior,2023-01-26,0
CUST0269,Customer_0269,55+,Male,East,Ranchi,2023-05-25,0
CUST0270,Customer_0270,26-35,Female,South,Coimbatore,2023-01-16,0
CUST0271,Customer_0271,55+,Female,South,Hyderabad,2023-06-26,0
CUST0272,Customer_0272,26-35,Female,North,Chandigarh,2023-01-26,0
CUST0273,Customer_0273,26-35,Female,East,Ranchi,2023-02-08,0
CUST0274,Customer_0274,36-45,Male,South,Chennai,2023-02-09,0
CUST0275,Customer_0275,36-45,Male,North,Jaipur,2023-01-18,0
CUST0276,Customer_0276,55+,Male,South,Hyderabad,2023-03-25,1
CUST0277,Customer_0277,18-25,Male,North,Amritsar,2023-06-15,1
CUST0278,Customer_0278,26-35,Female,West,Pune,2023-01-28,1
CUST0279,Customer_0279,26-35,Male,South,Kochi,2023-05-01,1
CUST0280,Customer_0280,26-35,Female,South,Kochi,2023-03-25,0
CUST0281,Customer_0281,26-35,Male,West,Nagpur,2023-02-01,0
CUST0282,Customer_0282,55+,Male,West,Surat,2023-02-14,0
CUST0283,Customer_0283,18-25,Other,Central,Bhopal,2023-06-03,1
CUST0284,Customer_0284,36-45,Female,North,Lucknow,2023-01-03,1
CUST0285,Customer_0285,46-55,Female,East,Bhubaneswar,2023-02-02,1
CUST0286,Customer_0286,18-25,Female,North,Chandigarh,2023-04-27,0
CUST0287,Customer_0287,18-25,Male,North,Delhi,2023-03-09,0
CUST0288,Customer_0288,26-35,Female,East,Patna,2023-04-14,0
CUST0289,Customer_0289,36-45,Female,South,Coimbatore,2023-06-15,0
CUST0290,Customer_0290,18-25,Male,South,Chennai,2023-05-14,0
CUST0291,Customer_0291,46-55,Male,East,Kolkata,2023-04-03,1
CUST0292,Customer_0292,18-25,Male,South,Chennai,2023-02-17,0
CUST0293,Customer_0293,46-55,Male,West,Surat,2023-01-21,0
CUST0294,Customer_0294,26-35,Female,North,Jaipur,2023-03-26,1
CUST0295,Customer_0295,55+,Female,North,Amritsar,2023-01-16,1
CUST0296,Customer_0296,55+,Male,South,Coimbatore,2023-06-10,0
CUST0297,Customer_0297,26-35,Female,South,Hyderabad,2023-02-10,0
CUST0298,Customer_0298,36-45,Female,North,Lucknow,2023-01-27,1
CUST0299,Customer_0299,55+,Female,Central,Jabalpur,2023-02-21,0
CUST0300,Customer_0300,36-45,Male,North,Jaipur,2023-05-25,1
CUST0301,Customer_0301,46-55,Male,West,Nagpur,2023-06-24,0
CUST0302,Customer_0302,55+,Male,North,Lucknow,2023-01-31,1
CUST0303,Customer_0303,46-55,Female,North,Jaipur,2023-06-26,0
CUST0304,Customer_0304,55+,Male,North,Chandigarh,2023-03-17,1
CUST0305,Customer_0305,18-25,Male,Central,Jabalpur,2023-05-04,1
CUST0306,Customer_0306,18-25,Female,North,Delhi,2023-03-21,0
CUST0307,Customer_0307,26-35,Male,South,Hyderabad,2023-05-11,0
CUST0308,Customer_0308,46-55,Male,North,Chandigarh,2023-04-28,0
CUST0309,Customer_0309,36-45,Male,South,Kochi,2023-05-06,0
CUST0310,Customer_0310,18-25,Female,North,Chandigarh,2023-06-27,1
CUST0311,Customer_0311,18-25,Female,West,Ahmedabad,2023-06-23,0
CUST0312,Customer_0312,26-35,Male,West,Nagpur,2023-06-15,0
CUST0313,Customer_0313,46-55,Male,West,Nagpur,2023-04-29,0
CUST0314,Customer_0314,46-55,Male,West,Mumbai,2023-05-19,0
CUST0315,Customer_0315,26-35,Male,South,Chennai,2023-04-03,0
CUST0316,Customer_0316,46-55,Female,South,Bangalore,2023-04-26,1
CUST0317,Customer_0317,55+,Male,South,Hyderabad,2023-04-19,0
CUST0318,Customer_0318,26-35,Male,West,Nagpur,2023-01-18,0
CUST0319,Customer_0319,18-25,Male,Central,Raipur,2023-06-07,0
CUST0320,Customer_0320,18-25,Male,North,Delhi,2023-05-14,1
CUST0321,Customer_0321,46-55,Female,South,Kochi,2023-06-20,0
CUST0322,Customer_0322,18-25,Male,West,Ahmedabad,2023-03-20,0
CUST0323,Customer_0323,55+,Female,West,Surat,2023-02-25,1
CUST0324,Customer_0324,46-55,Male,South,Kochi,2023-06-17,0
CUST0325,Customer_0325,26-35,Male,West,Surat,2023-01-12,0
CUST0326,Customer_0326,36-45,Female,North,Jaipur,2023-01-05,1
CUST0327,Customer_0327,46-55,Female,North,Chandigarh,2023-04-12,0
CUST0328,Customer_0328,26-35,Female,South,Kochi,2023-03-23,0
CUST0329,Customer_0329,26-35,Male,South,Chennai,2023-04-05,1
CUST0330,Customer_0330,46-55,Male,West,Pune,2023-03-25,0
CUST0331,Customer_0331,18-25,Female,South,Chennai,2023-01-20,0
CUST0332,Customer_0332,46-55,Male,Central,Raipur,2023-03-11,1
CUST0333,Customer_0333,26-35,Male,West,Ahmedabad,2023-06-07,0
CUST0334,Customer_0334,36-45,Male,West,Mumbai,2023-02-04,0
CUST0335,Customer_0335,55+,Male,North,Delhi,2023-03-06,0
CUST0336,Customer_0336,18-25,Male,West,Mumbai,2023-06-15,0
CUST0337,Customer_0337,26-35,Male,West,Pune,2023-03-23,0
CUST0338,Customer_0338,55+,Female,North,Lucknow,2023-06-02,0
CUST0339,Customer_0339,55+,Other,West,Mumbai,2023-02-20,0
CUST0340,Customer_0340,26-35,Male,West,Mumbai,2023-04-04,0
CUST0341,Customer_0341,18-25,Male,North,Lucknow,2023-05-19,0
CUST0342,Customer_0342,18-25,Female,West,Surat,2023-01-26,1
CUST0343,Customer_0343,36-45,Male,West,Pune,2023-03-03,1
CUST0344,Customer_0344,26-35,Other,South,Bangalore,2023-01-04,1
CUST0345,Customer_0345,18-25,Female,East,Kolkata,2023-06-09,0
CUST0346,Customer_0346,36-45,Male,North,Chandigarh,2023-05-24,0
CUST0347,Customer_0347,18-25,Male,North,Jaipur,2023-01-30,0
CUST0348,Customer_0348,36-45,Female,South,Coimbatore,2023-05-15,1
CUST0349,Customer_0349,26-35,Male,West,Mumbai,2023-06-03,0
CUST0350,Customer_0350,26-35,Female,West,Ahmedabad,2023-06-02,1
CUST0351,Customer_0351,46-55,Female,North,Chandigarh,2023-05-22,1
CUST0352,Customer_0352,36-45,Male,East,Patna,2023-03-16,0
CUST0353,Customer_0353,36-45,Female,Central,Gwalior,2023-04-18,0
CUST0354,Customer_0354,36-45,Female,North,Chandigarh,2023-06-02,1
CUST0355,Customer_0355,46-55,Male,East,Guwahati,2023-01-14,0
CUST0356,Customer_0356,26-35,Female,North,Amritsar,2023-05-02,1
CUST0357,Customer_0357,46-55,Female,South,Kochi,2023-03-08,0
CUST0358,Customer_0358,26-35,Female,Central,Indore,2023-04-03,1
CUST0359,Customer_0359,55+,Female,East,Ranchi,2023-04-09,1
CUST0360,Customer_0360,46-55,Male,West,Nagpur,2023-01-31,1
CUST0361,Customer_0361,55+,Female,South,Kochi,2023-01-17,1
CUST0362,Customer_0362,18-25,Female,East,Guwahati,2023-05-28,0
CUST0363,Customer_0363,26-35,Male,North,Amritsar,2023-03-12,0
CUST0364,Customer_0364,26-35,Male,North,Chandigarh,2023-04-01,1
CUST0365,Customer_0365,55+,Female,Central,Jabalpur,2023-03-31,0
CUST0366,Customer_0366,46-55,Male,North,Lucknow,2023-06-07,0
CUST0367,Customer_0367,18-25,Male,South,Bangalore,2023-01-02,0
CUST0368,Customer_0368,46-55,Female,South,Coimbatore,2023-01-06,0
CUST0369,Customer_0369,55+,Male,East,Bhubaneswar,2023-02-01,1
CUST0370,Customer_0370,18-25,Male,West,Pune,2023-04-15,0
CUST0371,Customer_0371,55+,Other,East,Patna,2023-05-01,0
CUST0372,Customer_0372,46-55,Male,East,Ranchi,2023-05-14,1
CUST0373,Customer_0373,55+,Female,North,Lucknow,2023-02-22,0
CUST0374,Customer_0374,36-45,Male,East,Bhubaneswar,2023-02-27,1
CUST0375,Customer_0375,36-45,Male,West,Pune,2023-06-18,1
CUST0376,Customer_0376,18-25,Female,South,Hyderabad,2023-05-05,0
CUST0377,Customer_0377,26-35,Male,South,Chennai,2023-01-30,0
CUST0378,Customer_0378,36-45,Female,South,Coimbatore,2023-02-23,0
