customer_id,region,city,age_group,gender,is_returning,frequency,monetary,last_order_date,avg_rating,total_profit,segment
CUST0551,West,Nagpur,26-35,Male,1,7,21217.449999999997,2024-03-05,4.285714285714286,6323.63,Medium Value
CUST0261,North,Lucknow,26-35,Male,1,5,8484.05,2024-02-17,4.2,1609.98,Low Value
CUST0833,West,Pune,26-35,Female,1,7,25720.7,2024-06-04,3.7142857142857144,5876.59,Medium Value
CUST0559,West,Surat,46-55,Male,0,10,36774.15,2024-05-22,3.7,8630.08,Medium Value
CUST0612,South,Chennai,46-55,Male,0,4,8641.5,2023-10-16,3.0,2552.02,Low Value
CUST0678,South,Hyderabad,55+,Female,0,13,48332.95,2024-06-10,3.6923076923076925,12108.64,Medium Value
CUST0353,Central,Gwalior,36-45,Female,0,15,44054.299999999996,2024-05-22,3.933333333333333,13239.96,High Value
CUST0004,North,Jaipur,46-55,Female,0,10,34920.8,2024-03-10,3.2,8405.18,Medium Value
CUST0142,North,Chandigarh,46-55,Male,0,7,31827.5,2024-03-27,3.5714285714285716,8883.369999999999,Medium Value
CUST0807,South,Chennai,26-35,Female,0,10,41613.7,2024-06-11,4.0,12889.280000000002,Medium Value
CUST0150,East,Guwahati,26-35,Male,1,11,19975.85,2024-05-24,3.4545454545454546,3829.51,Medium Value
CUST0795,North,Jaipur,55+,Male,0,5,15492.55,2024-06-18,4.0,4364.089999999999,Low Value
CUST0217,South,Kochi,36-45,Female,1,10,34652.450000000004,2024-06-09,4.2,8443.320000000002,Medium Value
CUST1064,East,Guwahati,18-25,Male,1,8,34773.25,2024-06-17,4.125,8259.630000000001,Medium Value
CUST1049,West,Ahmedabad,26-35,Male,1,7,22774.9,2024-05-12,3.857142857142857,4958.25,Medium Value
CUST0314,West,Mumbai,46-55,Male,0,10,31789.850000000002,2024-03-22,4.0,7408.960000000001,Medium Value
CUST0125,North,Chandigarh,18-25,Male,1,12,41218.549999999996,2024-04-04,4.0,11744.45,Medium Value
CUST1066,Central,Jabalpur,26-35,Male,0,11,36586.95,2024-04-10,3.727272727272727,10131.22,Medium Value
CUST0952,East,Bhubaneswar,55+,Female,1,8,35490.9,2024-05-28,4.75,7709.84,Medium Value
CUST0621,North,Chandigarh,46-55,Male,1,10,47153.25,2024-04-16,4.3,13362.39,Medium Value
CUST0055,South,Chennai,55+,Male,0,9,48055.55,2024-05-14,3.4444444444444446,13285.829999999998,Medium Value
CUST0224,West,Nagpur,36-45,Male,0,6,10996.2,2024-03-25,3.6666666666666665,2450.5800000000004,Medium Value
CUST0400,South,Coimbatore,18-25,Male,1,6,15720.650000000001,2024-06-02,4.0,4015.13,Medium Value
CUST1141,South,Kochi,26-35,Female,1,11,57096.600000000006,2024-06-15,4.0,12794.570000000002,Medium Value
CUST1110,East,Ranchi,46-55,Male,1,7,53663.799999999996,2024-05-31,4.142857142857143,11703.439999999999,Medium Value
CUST0438,West,Surat,46-55,Female,0,9,20207.9,2024-06-12,3.4444444444444446,5082.110000000001,Medium Value
CUST1177,North,Jaipur,36-45,Female,0,9,26283.399999999998,2024-06-10,3.888888888888889,6686.6,Medium Value
CUST0481,North,Chandigarh,18-25,Female,1,11,51266.0,2024-06-21,3.5454545454545454,10669.2,Medium Value
CUST0849,South,Bangalore,26-35,Male,0,8,43323.3,2024-05-06,3.75,11511.71,Medium Value
CUST0021,North,Delhi,36-45,Female,1,3,3029.55,2024-05-12,4.666666666666667,616.3199999999999,Low Value
CUST0366,North,Lucknow,46-55,Male,0,9,17401.5,2024-06-21,3.6666666666666665,2964.19,Medium Value
CUST0472,North,Chandigarh,18-25,Male,1,8,25815.0,2024-04-11,4.375,7316.51,Medium Value
CUST0558,West,Ahmedabad,18-25,Female,1,4,10921.85,2024-04-22,3.25,2953.2200000000003,Low Value
CUST0420,East,Bhubaneswar,18-25,Male,1,6,81515.4,2024-03-07,3.1666666666666665,20062.67,Medium Value
CUST0365,Central,Jabalpur,55+,Female,0,7,14724.95,2024-05-21,3.7142857142857144,4213.59,Medium Value
CUST0252,East,Kolkata,36-45,Female,1,11,29177.250000000004,2024-05-06,3.3636363636363638,7518.699999999999,Medium Value
CUST1082,North,Lucknow,18-25,Male,0,6,18085.05,2024-05-14,4.333333333333333,4423.1900000000005,Medium Value
CUST0515,East,Patna,36-45,Male,0,9,27017.05,2024-06-24,3.888888888888889,6307.1500000000015,Medium Value
CUST0763,South,Hyderabad,18-25,Female,0,6,17428.4,2023-11-07,3.1666666666666665,3906.6599999999994,Medium Value
CUST0798,South,Coimbatore,18-25,Male,1,7,27844.5,2024-04-29,3.2857142857142856,6646.700000000001,Medium Value
CUST0876,North,Delhi,26-35,Female,1,6,19252.0,2024-06-17,3.8333333333333335,4545.46,Medium Value
CUST0637,North,Jaipur,26-35,Male,1,7,12855.5,2024-05-25,4.285714285714286,3342.7200000000003,Medium Value
CUST0151,South,Hyderabad,18-25,Female,0,4,10724.25,2023-06-13,4.75,2762.8900000000003,Low Value
CUST0452,East,Patna,36-45,Male,0,10,27282.500000000004,2024-06-23,4.1,7696.72,Medium Value
CUST0793,East,Patna,55+,Male,0,3,8866.55,2024-06-06,4.333333333333333,2376.2000000000003,Low Value
CUST0302,North,Lucknow,55+,Male,1,9,21498.3,2024-04-20,4.444444444444445,5259.6500000000015,Medium Value
CUST0207,South,Hyderabad,36-45,Male,0,7,26907.299999999996,2024-03-27,4.0,6692.42,Medium Value
CUST0789,North,Delhi,26-35,Other,0,6,19661.1,2024-05-30,4.333333333333333,3772.9399999999996,Medium Value
CUST0441,North,Chandigarh,36-45,Female,0,4,13520.85,2023-11-30,3.75,3260.73,Low Value
CUST0459,West,Surat,55+,Male,0,12,82624.45,2024-03-05,3.75,26022.07,Medium Value
CUST1043,South,Bangalore,55+,Male,0,7,17916.55,2024-05-13,4.428571428571429,4591.450000000001,Medium Value
CUST1072,Central,Gwalior,26-35,Other,0,8,35939.700000000004,2024-04-01,3.75,8714.869999999999,Medium Value
CUST0527,South,Hyderabad,18-25,Female,0,8,34648.15,2024-05-19,4.125,10112.730000000001,Medium Value
CUST0378,South,Coimbatore,36-45,Female,0,11,37121.5,2024-04-19,4.090909090909091,8277.98,Medium Value
CUST0196,West,Ahmedabad,55+,Female,0,8,17121.1,2024-03-19,4.0,4056.7,Medium Value
CUST0944,North,Jaipur,55+,Male,0,11,46091.0,2024-04-01,4.0,7779.21,Medium Value
CUST1029,North,Jaipur,46-55,Female,0,8,36429.95,2024-06-16,3.375,9651.1,Medium Value
CUST0713,Central,Bhopal,55+,Male,1,5,22856.85,2024-05-31,4.4,6073.270000000001,Low Value
CUST0784,North,Jaipur,46-55,Other,0,7,28877.0,2023-12-26,3.5714285714285716,5525.120000000001,Medium Value
CUST0663,North,Chandigarh,46-55,Male,0,7,35168.95,2024-05-31,4.142857142857143,7415.55,Medium Value
CUST0374,East,Bhubaneswar,36-45,Male,1,6,23577.449999999997,2024-06-03,3.5,6609.84,Medium Value
CUST0082,West,Mumbai,36-45,Female,0,9,71755.70000000001,2024-05-27,3.7777777777777777,18710.479999999996,Medium Value
CUST1191,West,Surat,18-25,Male,1,6,10668.75,2024-05-26,4.5,3099.62,Medium Value
CUST0493,West,Pune,18-25,Female,1,6,15613.3,2024-06-13,3.8333333333333335,3199.540000000001,Medium Value
CUST0342,West,Surat,18-25,Female,1,5,42764.7,2024-05-09,4.0,11339.25,Low Value
CUST0496,Central,Jabalpur,26-35,Female,0,9,35723.049999999996,2024-04-17,4.333333333333333,8746.06,Medium Value
CUST0083,North,Jaipur,55+,Male,0,12,59474.85,2024-05-27,3.5833333333333335,16002.58,Medium Value
CUST0271,South,Hyderabad,55+,Female,0,10,53190.149999999994,2024-06-13,3.8,13567.73,Medium Value
CUST0654,South,Hyderabad,36-45,Male,0,7,26790.9,2024-05-10,4.0,6660.66,Medium Value
CUST0787,North,Lucknow,46-55,Male,0,7,21478.1,2024-03-23,3.857142857142857,5778.490000000001,Medium Value
CUST1192,West,Surat,26-35,Male,1,11,35623.95,2024-06-19,4.363636363636363,8455.439999999999,Medium Value
CUST0433,East,Ranchi,46-55,Male,0,9,41793.95,2024-04-25,3.7777777777777777,11409.349999999999,Medium Value
CUST1070,South,Coimbatore,46-55,Female,0,6,14793.75,2024-04-19,4.0,3426.7799999999997,Medium Value
CUST0903,West,Surat,26-35,Male,0,8,18883.15,2024-04-02,3.375,4897.16,Medium Value
CUST0133,South,Kochi,36-45,Female,0,11,37114.35,2024-06-23,3.4545454545454546,9065.269999999999,Medium Value
CUST0672,West,Nagpur,26-35,Female,1,7,13698.2,2024-05-22,4.142857142857143,3742.8500000000004,Medium Value
CUST0279,South,Kochi,26-35,Male,1,8,10072.55,2024-03-16,4.0,2779.7299999999996,Medium Value
CUST1045,West,Surat,26-35,Male,0,8,21796.9,2024-06-01,4.125,5609.22,Medium Value
CUST0495,West,Ahmedabad,46-55,Female,0,10,21511.799999999996,2024-05-02,4.6,4149.94,Medium Value
CUST0992,South,Coimbatore,36-45,Female,1,11,44892.65,2024-06-11,4.090909090909091,9534.93,Medium Value
CUST0289,South,Coimbatore,36-45,Female,0,12,44483.69999999999,2024-05-14,3.75,10620.740000000002,Medium Value
CUST0008,South,Bangalore,55+,Male,0,7,21909.7,2024-06-11,3.857142857142857,4361.799999999999,Medium Value
CUST1071,North,Delhi,55+,Female,0,9,34556.8,2024-06-13,3.5555555555555554,9113.28,Medium Value
CUST0220,South,Kochi,46-55,Male,0,5,19078.65,2023-12-20,3.4,5047.200000000001,Low Value
CUST0069,West,Ahmedabad,26-35,Female,1,7,21141.15,2024-06-02,3.5714285714285716,5023.860000000001,Medium Value
CUST0333,West,Ahmedabad,26-35,Male,0,9,24102.05,2024-04-07,4.0,5552.28,Medium Value
CUST0572,North,Lucknow,55+,Male,1,11,38440.85,2024-06-13,3.8181818181818183,9472.48,Medium Value
CUST0908,South,Coimbatore,46-55,Female,1,14,63724.450000000004,2024-04-24,3.4285714285714284,15884.95,Medium Value
CUST0064,East,Guwahati,26-35,Male,0,4,16072.25,2024-03-29,4.5,4845.73,Low Value
CUST0411,North,Delhi,18-25,Female,1,8,33174.75,2024-05-24,4.5,7085.910000000002,Medium Value
CUST0575,East,Kolkata,26-35,Male,0,11,40243.35,2024-05-28,4.0,9576.81,Medium Value
CUST1014,North,Amritsar,18-25,Male,0,6,25015.8,2023-09-24,4.333333333333333,6303.370000000001,Medium Value
CUST0139,East,Ranchi,18-25,Male,1,7,20803.2,2024-03-04,3.5714285714285716,5356.360000000001,Medium Value
CUST1069,West,Nagpur,26-35,Male,1,4,4604.2,2023-11-29,4.0,1318.4499999999998,Low Value
CUST0160,East,Guwahati,18-25,Male,1,6,48341.45,2024-05-16,4.0,14960.83,Medium Value
CUST1127,South,Coimbatore,26-35,Female,0,10,61215.0,2024-06-23,4.3,14025.08,Medium Value
CUST0712,South,Hyderabad,18-25,Male,1,11,59627.950000000004,2024-04-18,3.727272727272727,15074.130000000001,Medium Value
CUST0106,South,Hyderabad,46-55,Female,0,12,41611.45,2024-05-27,3.9166666666666665,8821.640000000001,Medium Value
CUST0338,North,Lucknow,55+,Female,0,9,22439.25,2024-05-16,3.6666666666666665,3959.0600000000004,Medium Value
CUST0569,South,Hyderabad,18-25,Female,0,11,30184.65,2024-06-12,3.090909090909091,9032.800000000001,Medium Value
CUST0675,North,Jaipur,36-45,Female,0,10,42549.3,2024-06-12,3.3,10110.68,Medium Value
CUST0204,West,Nagpur,18-25,Male,1,6,9068.1,2024-06-12,4.333333333333333,2389.9300000000003,Medium Value
CUST0031,North,Amritsar,36-45,Female,0,5,12597.199999999999,2024-02-10,4.6,2422.4500000000003,Low Value
CUST0002,South,Kochi,55+,Female,1,11,69831.35,2024-04-29,3.727272727272727,20782.730000000003,Medium Value
CUST0587,West,Mumbai,55+,Male,0,8,20265.149999999998,2024-04-30,4.25,4787.75,Medium Value
CUST0589,North,Jaipur,18-25,Female,0,13,53831.65000000001,2024-06-21,3.5384615384615383,12281.45,Medium Value
CUST0778,North,Lucknow,55+,Male,1,13,58410.600000000006,2024-06-13,3.8461538461538463,13088.82,Medium Value
CUST0077,West,Surat,18-25,Male,0,10,32427.100000000002,2024-05-10,3.7,6109.62,Medium Value
CUST0969,West,Mumbai,46-55,Male,1,11,35119.95,2024-04-07,4.181818181818182,7147.179999999999,Medium Value
CUST0647,South,Kochi,55+,Male,0,5,17833.5,2024-01-31,4.0,3105.7799999999997,Low Value
CUST0619,West,Surat,55+,Male,1,5,16806.7,2024-06-22,3.8,4280.53,Low Value
CUST1176,North,Delhi,26-35,Male,1,7,25913.0,2024-05-09,3.4285714285714284,8146.470000000001,Medium Value
CUST1187,East,Bhubaneswar,26-35,Female,1,13,40568.75,2024-05-22,3.6923076923076925,9737.49,Medium Value
CUST1076,South,Kochi,46-55,Female,0,4,9379.45,2024-02-09,4.0,1884.47,Low Value
CUST0489,South,Hyderabad,46-55,Female,1,7,15873.7,2024-03-18,4.0,3485.82,Medium Value
CUST0088,South,Bangalore,18-25,Female,0,5,9759.3,2024-03-18,4.0,2324.93,Low Value
CUST0904,East,Patna,36-45,Male,0,11,20679.5,2024-05-08,3.8181818181818183,5085.669999999999,Medium Value
CUST0564,East,Guwahati,46-55,Female,0,9,21696.0,2024-05-22,3.5555555555555554,4965.46,Medium Value
CUST0096,West,Ahmedabad,46-55,Male,0,15,82198.15,2024-06-09,4.0,22236.54,High Value
CUST0800,South,Kochi,26-35,Male,1,8,19783.85,2024-05-31,3.625,3946.57,Medium Value
CUST1111,North,Lucknow,26-35,Male,0,10,48826.85,2024-05-28,3.8,14350.119999999999,Medium Value
CUST1000,East,Ranchi,26-35,Male,1,9,63131.799999999996,2024-06-24,4.222222222222222,14853.24,Medium Value
CUST0119,Central,Bhopal,55+,Male,0,9,32044.0,2023-11-10,3.2222222222222223,7102.67,Medium Value
CUST1136,West,Mumbai,46-55,Male,0,9,50413.55,2024-06-04,3.888888888888889,13805.36,Medium Value
CUST0027,West,Surat,26-35,Male,0,8,20921.499999999996,2024-06-21,3.75,5836.45,Medium Value
CUST0469,Central,Raipur,18-25,Male,0,6,19072.55,2024-06-04,4.0,3946.82,Medium Value
CUST0754,North,Lucknow,36-45,Male,0,9,18901.050000000003,2024-06-11,4.0,4963.639999999999,Medium Value
CUST0247,North,Delhi,26-35,Female,0,8,38501.25,2024-04-15,4.0,10500.839999999998,Medium Value
CUST0277,North,Amritsar,18-25,Male,1,7,41970.899999999994,2024-04-11,3.5714285714285716,10824.470000000001,Medium Value
CUST0943,South,Hyderabad,26-35,Male,0,7,19901.55,2024-05-03,3.857142857142857,5190.56,Medium Value
CUST0431,North,Delhi,55+,Male,1,5,14463.599999999999,2024-04-07,4.0,3654.2799999999997,Low Value
CUST0273,East,Ranchi,26-35,Female,0,4,18287.65,2024-05-27,4.0,5250.95,Low Value
CUST1089,East,Guwahati,26-35,Female,0,8,39269.9,2024-05-17,4.375,9165.560000000001,Medium Value
CUST0430,South,Chennai,55+,Male,1,9,40294.55,2024-06-16,4.444444444444445,9134.0,Medium Value
CUST0456,North,Lucknow,46-55,Male,0,6,15341.25,2023-11-29,4.166666666666667,4183.66,Medium Value
CUST0045,East,Patna,26-35,Female,0,7,16674.7,2024-05-04,3.4285714285714284,4710.5,Medium Value
CUST0671,South,Kochi,46-55,Male,1,4,14566.15,2023-11-13,3.5,4542.85,Low Value
CUST1017,North,Delhi,18-25,Male,0,8,19879.800000000003,2024-06-12,4.25,5407.0,Medium Value
CUST0844,West,Mumbai,26-35,Male,1,4,15458.1,2023-12-27,3.5,2348.4700000000003,Low Value
CUST0508,North,Chandigarh,18-25,Female,0,13,37843.65,2024-03-07,3.6153846153846154,10840.759999999998,Medium Value
CUST1088,West,Pune,55+,Male,1,10,41216.95,2024-04-10,3.0,9991.43,Medium Value
CUST1067,South,Coimbatore,36-45,Male,0,7,19941.399999999998,2024-05-28,3.857142857142857,3654.5700000000006,Medium Value
CUST1169,South,Bangalore,26-35,Male,0,6,16138.05,2024-02-07,3.8333333333333335,4707.01,Medium Value
CUST0422,North,Delhi,55+,Male,0,10,31881.000000000004,2024-06-09,4.1,7208.96,Medium Value
CUST1053,West,Surat,36-45,Male,1,9,42660.15,2024-06-09,3.888888888888889,10342.029999999999,Medium Value
CUST0606,East,Guwahati,46-55,Other,0,9,46854.100000000006,2024-05-26,4.0,8403.93,Medium Value
CUST0684,East,Kolkata,55+,Female,0,8,28348.1,2024-06-21,3.5,6732.919999999999,Medium Value
CUST0330,West,Pune,46-55,Male,0,5,17040.65,2024-05-31,3.8,5152.6,Low Value
CUST0731,South,Chennai,36-45,Male,0,4,22238.65,2024-03-02,2.75,5815.530000000001,Low Value
CUST0880,North,Chandigarh,26-35,Female,1,7,15010.15,2024-02-08,4.285714285714286,4286.14,Medium Value
CUST1108,South,Bangalore,36-45,Male,0,13,56042.299999999996,2024-06-02,3.3846153846153846,12997.24,Medium Value
CUST0473,North,Delhi,18-25,Female,0,6,25133.9,2024-05-12,3.6666666666666665,6279.04,Medium Value
CUST0334,West,Mumbai,36-45,Male,0,10,36261.25,2024-04-11,3.8,9083.760000000002,Medium Value
CUST1109,South,Bangalore,46-55,Male,0,10,19295.2,2024-04-11,4.1,5177.21,Medium Value
CUST0105,North,Chandigarh,36-45,Male,1,10,33065.85,2024-02-28,3.7,8240.630000000001,Medium Value
CUST0402,East,Patna,26-35,Male,0,13,65806.85,2024-02-08,3.923076923076923,16833.300000000003,Medium Value
CUST0536,North,Chandigarh,26-35,Female,0,9,18888.6,2024-05-14,4.0,5158.219999999999,Medium Value
CUST1199,North,Lucknow,26-35,Male,0,8,74456.4,2024-04-21,4.375,20694.489999999998,Medium Value
CUST0635,South,Hyderabad,55+,Male,0,9,19879.15,2024-06-05,3.7777777777777777,4871.3,Medium Value
CUST0828,North,Amritsar,55+,Female,1,7,32809.8,2024-04-07,4.142857142857143,9619.67,Medium Value
CUST0756,West,Ahmedabad,18-25,Male,0,10,41353.05,2024-06-17,4.0,10238.02,Medium Value
CUST0449,North,Amritsar,36-45,Female,0,6,15592.6,2024-05-02,3.1666666666666665,4179.01,Medium Value
CUST0602,West,Surat,26-35,Female,1,9,21150.05,2024-02-14,3.7777777777777777,4776.86,Medium Value
CUST0068,East,Bhubaneswar,26-35,Male,0,7,48805.35,2024-03-28,4.142857142857143,11748.33,Medium Value
CUST0779,Central,Bhopal,36-45,Male,0,7,48245.6,2024-06-10,4.0,11617.630000000001,Medium Value
CUST0274,South,Chennai,36-45,Male,0,13,63928.05,2024-06-14,3.8461538461538463,17395.48,Medium Value
CUST0574,Central,Jabalpur,18-25,Female,0,9,19268.399999999998,2024-03-02,3.3333333333333335,4628.579999999999,Medium Value
CUST0240,East,Guwahati,18-25,Male,0,8,17563.85,2024-06-03,3.25,3591.6100000000006,Medium Value
CUST0260,West,Pune,36-45,Male,1,13,61399.3,2024-04-17,3.6923076923076925,19387.73,Medium Value
CUST0688,North,Jaipur,26-35,Male,0,10,33789.200000000004,2024-06-09,3.8,7156.289999999999,Medium Value
CUST0812,West,Mumbai,55+,Female,1,5,15093.3,2023-07-30,2.6,3016.51,Low Value
CUST0073,South,Chennai,36-45,Male,0,11,89796.09999999999,2024-05-30,3.5454545454545454,17712.120000000003,Medium Value
CUST0091,North,Delhi,36-45,Male,0,8,26840.8,2024-05-27,3.75,6244.5599999999995,Medium Value
CUST1163,South,Coimbatore,36-45,Male,0,5,22848.7,2024-04-20,4.2,4842.610000000001,Low Value
CUST0007,North,Chandigarh,36-45,Other,1,10,42960.9,2024-04-25,3.6,11781.11,Medium Value
CUST1107,South,Coimbatore,18-25,Male,0,8,16844.3,2024-02-21,3.625,4535.37,Medium Value
CUST0919,West,Nagpur,55+,Female,1,6,13626.85,2024-05-05,3.6666666666666665,3287.2,Medium Value
CUST0683,West,Ahmedabad,18-25,Female,0,6,19647.050000000003,2024-06-18,3.1666666666666665,5106.63,Medium Value
CUST1159,South,Bangalore,26-35,Male,1,2,3151.35,2024-04-18,4.5,465.76,Low Value
CUST0662,South,Kochi,55+,Female,0,8,45468.3,2024-06-24,3.875,13220.52,Medium Value
CUST0514,West,Ahmedabad,18-25,Male,1,11,41954.1,2024-06-06,4.636363636363637,11127.060000000001,Medium Value
CUST1018,West,Mumbai,18-25,Male,0,12,32783.05,2024-04-28,4.333333333333333,8241.43,Medium Value
CUST0180,West,Ahmedabad,36-45,Male,1,7,20124.9,2024-04-30,4.285714285714286,5512.030000000001,Medium Value
CUST0888,West,Surat,26-35,Male,1,9,33283.15,2024-01-31,4.111111111111111,7552.25,Medium Value
CUST1146,South,Hyderabad,26-35,Female,0,6,16623.3,2024-03-04,4.333333333333333,3712.1800000000003,Medium Value
