customer_id,total_orders,lifetime_value,last_order_date,avg_rating,churn_risk
CUST0904,11,20679.5,2024-05-08,3.82,Loyal
CUST0564,9,21696.0,2024-05-22,3.56,Loyal
CUST0096,15,82198.15,2024-06-09,4.0,Loyal
CUST0800,8,19783.85,2024-05-31,3.63,Loyal
CUST1111,10,48826.85,2024-05-28,3.8,Loyal
CUST1000,9,63131.8,2024-06-24,4.22,Loyal
CUST0119,9,32044.0,2023-11-10,3.22,Loyal
CUST1136,9,50413.55,2024-06-04,3.89,Loyal
CUST0027,8,20921.5,2024-06-21,3.75,Loyal
CUST0469,6,19072.55,2024-06-04,4.0,Stable
CUST0754,9,18901.05,2024-06-11,4.0,Loyal
CUST0247,8,38501.25,2024-04-15,4.0,Loyal
CUST0277,7,41970.9,2024-04-11,3.57,Stable
CUST0943,7,19901.55,2024-05-03,3.86,Stable
CUST0431,5,14463.6,2024-04-07,4.0,Stable
CUST0273,4,18287.65,2024-05-27,4.0,Stable
CUST1089,8,39269.9,2024-05-17,4.38,Loyal
CUST0430,9,40294.55,2024-06-16,4.44,Loyal
CUST0456,6,15341.25,2023-11-29,4.17,Stable
CUST0045,7,16674.7,2024-05-04,3.43,Stable
CUST0671,4,14566.15,2023-11-13,3.5,Stable
CUST1017,8,19879.8,2024-06-12,4.25,Loyal
CUST0844,4,15458.1,2023-12-27,3.5,Stable
CUST0508,13,37843.65,2024-03-07,3.62,Loyal
CUST1088,10,41216.95,2024-04-10,3.0,Loyal
CUST1067,7,19941.4,2024-05-28,3.86,Stable
CUST1169,6,16138.05,2024-02-07,3.83,Stable
CUST0422,10,31881.0,2024-06-09,4.1,Loyal
CUST1053,9,42660.15,2024-06-09,3.89,Loyal
CUST0606,9,46854.1,2024-05-26,4.0,Loyal
CUST0684,8,28348.1,2024-06-21,3.5,Loyal
CUST0330,5,17040.65,2024-05-31,3.8,Stable
CUST0731,4,22238.65,2024-03-02,2.75,Stable
CUST0880,7,15010.15,2024-02-08,4.29,Stable
CUST1108,13,56042.3,2024-06-02,3.38,Loyal
CUST0473,6,25133.9,2024-05-12,3.67,Stable
CUST0334,10,36261.25,2024-04-11,3.8,Loyal
CUST1109,10,19295.2,2024-04-11,4.1,Loyal
CUST0105,10,33065.85,2024-02-28,3.7,Loyal
CUST0402,13,65806.85,2024-02-08,3.92,Loyal
CUST0536,9,18888.6,2024-05-14,4.0,Loyal
CUST1199,8,74456.4,2024-04-21,4.38,Loyal
CUST0635,9,19879.15,2024-06-05,3.78,Loyal
CUST0828,7,32809.8,2024-04-07,4.14,Stable
CUST0756,10,41353.05,2024-06-17,4.0,Loyal
CUST0449,6,15592.6,2024-05-02,3.17,Stable
CUST0602,9,21150.05,2024-02-14,3.78,Loyal
CUST0068,7,48805.35,2024-03-28,4.14,Stable
CUST0779,7,48245.6,2024-06-10,4.0,Stable
CUST0274,13,63928.05,2024-06-14,3.85,Loyal
CUST0574,9,19268.4,2024-03-02,3.33,Loyal
CUST0240,8,17563.85,2024-06-03,3.25,Loyal
CUST0260,13,61399.3,2024-04-17,3.69,Loyal
CUST0688,10,33789.2,2024-06-09,3.8,Loyal
CUST0812,5,15093.3,2023-07-30,2.6,Stable
CUST0073,11,89796.1,2024-05-30,3.55,Loyal
CUST0091,8,26840.8,2024-05-27,3.75,Loyal
CUST1163,5,22848.7,2024-04-20,4.2,Stable
CUST0007,10,42960.9,2024-04-25,3.6,Loyal
CUST1107,8,16844.3,2024-02-21,3.63,Loyal
CUST0919,6,13626.85,2024-05-05,3.67,Stable
CUST0683,6,19647.05,2024-06-18,3.17,Stable
CUST1159,2,3151.35,2024-04-18,4.5,At Risk
CUST0662,8,45468.3,2024-06-24,3.88,Loyal
CUST0514,11,41954.1,2024-06-06,4.64,Loyal
CUST1018,12,32783.05,2024-04-28,4.33,Loyal
CUST0180,7,20124.9,2024-04-30,4.29,Stable
CUST0888,9,33283.15,2024-01-31,4.11,Loyal
CUST1146,6,16623.3,2024-03-04,4.33,Stable
CUST0239,6,17495.45,2024-03-12,4.0,Stable
CUST0238,10,30460.95,2024-06-16,3.2,Loyal
CUST0173,8,24805.95,2024-06-08,3.63,Loyal
CUST1007,10,35663.35,2024-06-17,3.8,Loyal
CUST1042,12,29150.3,2024-06-16,3.75,Loyal
CUST0362,9,51639.15,2024-02-10,4.0,Loyal
CUST0525,10,58162.35,2024-05-20,4.1,Loyal
CUST1080,8,54658.35,2024-05-02,3.88,Loyal
CUST0039,6,13704.65,2023-12-13,3.33,Stable
CUST0940,6,16284.65,2024-05-20,4.0,Stable
CUST0914,8,23768.5,2024-06-10,4.25,Loyal
CUST0668,11,24126.55,2024-05-30,4.09,Loyal
CUST0653,6,19734.3,2024-06-02,3.83,Stable
CUST0843,10,43674.9,2024-04-26,3.7,Loyal
CUST0578,13,39944.7,2024-03-28,4.31,Loyal
CUST0272,8,20966.45,2024-01-19,4.38,Loyal
CUST0755,6,12164.0,2024-05-26,4.33,Stable
CUST0808,6,15511.65,2024-04-22,4.0,Stable
CUST0553,8,22434.9,2024-05-29,3.5,Loyal
CUST0012,7,30317.9,2024-05-24,3.71,Stable
CUST0397,8,24602.95,2024-02-22,3.63,Loyal
CUST0192,13,64206.4,2024-04-18,4.23,Loyal
CUST0929,11,36224.9,2024-05-10,3.45,Loyal
CUST0728,13,30852.4,2024-06-03,3.54,Loyal
CUST0724,4,5458.35,2023-12-31,3.0,Stable
CUST1056,10,26542.9,2024-06-21,3.2,Loyal
CUST0792,6,13948.15,2023-12-04,3.5,Stable
CUST0979,5,12975.15,2024-05-29,4.4,Stable
CUST1172,9,40490.25,2024-04-11,3.56,Loyal
CUST1046,12,64036.05,2024-01-08,4.08,Loyal
CUST0097,10,30770.75,2024-04-01,3.9,Loyal
CUST0885,5,8672.55,2024-02-17,4.0,Stable
CUST0211,11,47896.65,2024-06-01,3.91,Loyal
CUST1079,6,33691.3,2024-06-10,3.33,Stable
CUST0405,5,17025.35,2024-06-17,3.6,Stable
CUST0246,9,24766.15,2024-06-02,4.11,Loyal
CUST1105,8,23955.4,2024-05-27,3.88,Loyal
CUST0369,5,16161.05,2024-06-08,2.8,Stable
CUST0243,9,69611.6,2024-03-03,3.44,Loyal
CUST0620,9,21901.3,2024-05-01,4.44,Loyal
CUST0467,8,23189.0,2024-05-14,3.88,Loyal
CUST0423,9,82557.0,2024-04-05,3.56,Loyal
CUST1052,8,25441.55,2024-03-18,3.5,Loyal
CUST1171,7,19085.35,2024-04-22,4.14,Stable
CUST0114,7,23940.9,2024-06-02,4.0,Stable
CUST0327,10,24005.4,2024-04-13,3.7,Loyal
CUST0639,3,11978.55,2024-05-24,4.67,At Risk
CUST0371,8,40602.95,2024-06-19,3.75,Loyal
CUST1099,4,19605.7,2024-05-28,3.5,Stable
CUST0396,6,76783.8,2024-03-29,3.33,Stable
CUST0437,6,15742.05,2024-02-07,4.33,Stable
CUST0976,7,17457.25,2024-05-03,4.0,Stable
CUST1055,6,26715.95,2024-06-22,4.17,Stable
CUST0893,10,26920.4,2024-04-25,4.2,Loyal
CUST0674,7,33254.65,2024-04-29,3.57,Stable
CUST0537,14,76513.1,2024-06-12,4.07,Loyal
CUST0896,8,21500.6,2024-06-01,4.25,Loyal
CUST0236,8,41378.45,2024-06-19,3.75,Loyal
CUST1013,12,56429.5,2024-06-22,4.0,Loyal
CUST1059,10,61006.0,2024-06-16,3.9,Loyal
CUST1147,4,12834.35,2024-04-02,3.5,Stable
CUST1041,7,33356.05,2024-06-23,4.43,Stable
CUST0153,6,14319.5,2024-05-11,4.0,Stable
CUST0005,9,31088.7,2024-06-14,4.33,Loyal
CUST0185,8,35829.9,2024-06-06,3.75,Loyal
CUST0231,13,41089.0,2024-04-16,3.69,Loyal
CUST0767,10,25569.5,2024-04-13,4.4,Loyal
CUST0774,6,47411.0,2024-05-17,4.33,Stable
CUST0241,4,13753.95,2024-02-25,3.75,Stable
CUST0463,7,16124.9,2024-06-06,4.43,Stable
CUST0283,9,31010.5,2024-04-29,3.89,Loyal
CUST0256,8,33998.85,2024-03-13,3.88,Loyal
CUST0709,4,10620.5,2023-11-26,3.75,Stable
CUST0006,9,24274.2,2024-05-12,4.11,Loyal
CUST0143,5,12368.1,2024-01-14,4.4,Stable
CUST0644,5,27744.7,2024-05-27,3.2,Stable
CUST0140,8,26135.3,2024-04-01,4.0,Loyal
CUST0191,10,28588.5,2024-06-13,3.9,Loyal
CUST0875,7,22642.45,2024-03-02,3.71,Stable
CUST1162,10,71790.1,2024-04-20,4.4,Loyal
CUST0089,4,16743.75,2024-01-08,3.5,Stable
CUST0629,9,34458.1,2024-04-26,4.22,Loyal
CUST0512,5,18974.7,2024-04-24,3.4,Stable
CUST0568,5,16504.85,2024-03-30,4.2,Stable
CUST1106,13,30118.55,2024-06-04,3.85,Loyal
CUST0715,6,26995.2,2024-04-03,3.67,Stable
CUST0152,9,27859.9,2024-05-10,3.44,Loyal
CUST1179,13,45196.75,2024-06-08,4.08,Loyal
CUST0605,6,22338.75,2024-05-26,4.17,Stable
CUST0769,10,23096.4,2024-06-22,4.1,Loyal
CUST0886,6,28029.15,2024-04-29,4.0,Stable
CUST0300,9,29815.45,2024-05-24,4.11,Loyal
CUST0095,9,18673.05,2024-06-05,3.56,Loyal
CUST1074,6,29364.35,2024-04-19,4.33,Stable
CUST1024,11,25313.1,2024-03-16,4.0,Loyal
CUST0854,5,12901.35,2024-03-19,4.2,Stable
CUST0390,9,25158.4,2024-05-27,3.89,Loyal
CUST0801,6,19640.0,2024-03-04,3.33,Stable
CUST0616,5,11443.1,2024-01-01,4.0,Stable
CUST0727,13,26928.75,2024-05-16,3.54,Loyal
CUST1003,8,19345.0,2024-01-25,3.88,Loyal
CUST0237,7,20283.8,2024-05-04,4.43,Stable
CUST0468,4,8634.55,2024-06-06,3.5,Stable
CUST0706,4,13180.8,2024-06-24,4.5,Stable
CUST0586,8,44284.35,2024-06-05,4.0,Loyal
CUST0902,12,56663.35,2024-05-15,3.58,Loyal
CUST0386,6,28237.05,2024-04-15,3.83,Stable
CUST0855,11,32051.55,2024-05-14,4.18,Loyal
CUST1122,8,20678.4,2024-03-15,4.13,Loyal
CUST0552,7,22106.35,2024-03-27,3.71,Stable
CUST0791,10,57339.3,2024-05-11,4.0,Loyal
CUST0214,12,30146.6,2024-06-06,3.75,Loyal
CUST0895,6,14703.3,2024-06-08,4.17,Stable
CUST1019,6,22632.25,2024-03-02,3.67,Stable
CUST0046,4,25819.35,2024-01-31,3.25,Stable
CUST0819,7,31671.8,2024-06-16,3.86,Stable
CUST0776,9,37623.05,2024-05-12,4.0,Loyal
CUST0723,5,16620.05,2024-02-22,4.8,Stable
CUST0453,7,18688.7,2024-04-28,4.0,Stable
CUST0226,7,26521.1,2023-11-26,3.86,Stable
CUST0149,8,26610.55,2024-05-14,3.38,Loyal
CUST1118,6,40110.2,2024-02-12,3.5,Stable
CUST0491,9,37120.05,2024-05-21,3.67,Loyal
CUST0017,5,36002.9,2023-10-16,3.6,Stable
CUST1150,9,23046.1,2024-06-23,3.67,Loyal
CUST0234,7,14716.3,2024-03-28,3.57,Stable
CUST0202,6,12635.0,2024-06-24,4.0,Stable
CUST1075,6,17569.7,2024-03-11,3.67,Stable
CUST0205,4,8766.75,2024-05-26,4.0,Stable
CUST1194,6,37590.45,2024-05-06,4.5,Stable
CUST0200,5,10646.15,2024-04-10,3.8,Stable
CUST0066,8,57954.25,2024-03-30,4.0,Loyal
CUST0861,10,23348.2,2024-06-01,3.9,Loyal
CUST0115,8,20890.35,2024-06-17,3.63,Loyal
CUST0313,10,26304.3,2024-06-19,3.3,Loyal
CUST0858,5,15000.3,2024-01-08,3.8,Stable
CUST0887,8,31763.3,2024-04-18,4.25,Loyal
CUST1038,8,27950.8,2024-06-13,4.13,Loyal
CUST0268,11,41565.9,2024-05-07,3.64,Loyal
CUST0195,15,63375.65,2024-06-20,4.27,Loyal
CUST0851,9,33611.85,2024-06-01,4.11,Loyal
CUST0051,7,65050.0,2024-06-19,4.14,Stable
CUST1138,6,12529.2,2023-12-19,3.67,Stable
CUST0700,10,45932.6,2024-05-29,4.4,Loyal
CUST0701,7,22792.9,2024-06-21,4.29,Stable
CUST0555,7,23322.3,2024-02-20,4.29,Stable
CUST0610,7,18099.35,2024-06-13,3.14,Stable
CUST0445,7,25072.75,2024-05-15,4.43,Stable
CUST1183,10,21651.7,2024-05-11,3.9,Loyal
CUST0336,9,31418.05,2024-03-02,4.67,Loyal
CUST0009,6,18303.95,2024-05-24,4.0,Stable
CUST0478,3,15785.85,2023-11-13,4.0,At Risk
CUST0931,13,40083.0,2024-06-15,3.62,Loyal
CUST0747,7,12584.7,2024-05-08,4.29,Stable
CUST0278,7,33865.05,2024-06-05,3.86,Stable
CUST0977,9,31498.55,2024-06-22,3.56,Loyal
CUST0544,5,13184.3,2024-05-19,4.2,Stable
CUST0401,11,52019.2,2024-04-16,4.0,Loyal
CUST0984,13,71786.9,2024-03-13,4.38,Loyal
CUST0650,7,26763.8,2024-04-04,3.71,Stable
CUST0541,9,24224.5,2024-05-11,4.33,Loyal
CUST0682,11,35149.7,2024-06-13,3.91,Loyal
CUST0624,10,27281.7,2024-06-16,3.6,Loyal
CUST0557,5,10960.9,2023-09-30,4.6,Stable
CUST0982,12,44043.8,2024-06-24,3.58,Loyal
CUST0429,6,25219.8,2024-03-05,4.0,Stable
CUST0084,11,33531.25,2024-06-05,4.27,Loyal
CUST0174,4,15871.95,2024-05-22,3.75,Stable
CUST0718,9,36103.2,2024-05-27,3.0,Loyal
CUST0307,6,10995.05,2024-04-24,4.17,Stable
CUST1123,9,41091.85,2024-05-13,3.89,Loyal
CUST0148,14,47471.5,2024-05-16,4.14,Loyal
CUST0129,9,17724.6,2024-06-08,3.56,Loyal
CUST0631,8,32315.1,2024-05-26,3.75,Loyal
CUST0135,9,39579.6,2024-05-09,3.33,Loyal
CUST0321,6,12836.75,2024-04-27,4.33,Stable
CUST0018,7,34825.0,2024-04-02,3.57,Stable
CUST0591,7,16059.0,2024-03-23,4.14,Stable
CUST0848,8,32540.0,2024-04-07,3.88,Loyal
CUST0928,13,77117.1,2024-05-24,3.92,Loyal
CUST0127,5,35003.35,2024-05-04,3.8,Stable
CUST0044,10,28308.15,2024-06-13,3.9,Loyal
CUST1040,11,48473.75,2024-06-20,4.18,Loyal
CUST1129,6,41773.2,2024-06-21,3.0,Stable
CUST0094,4,10807.45,2023-08-01,4.0,Stable
CUST0585,11,44406.65,2024-06-11,3.82,Loyal
CUST0601,6,28221.0,2024-03-23,3.67,Stable
CUST0698,6,15523.85,2024-02-29,4.5,Stable
CUST0951,7,22738.4,2024-06-06,4.14,Stable
CUST0414,6,14759.35,2024-02-18,4.33,Stable
CUST0959,9,52594.15,2024-03-01,3.78,Loyal
CUST0317,6,15724.3,2024-05-11,3.83,Stable
CUST0740,8,38691.6,2024-04-11,4.13,Loyal
CUST0936,2,8362.9,2024-05-13,4.5,At Risk
CUST0479,9,88600.35,2024-06-04,3.56,Loyal
CUST0761,4,18425.7,2023-10-31,4.0,Stable
CUST0113,12,36444.0,2024-06-09,3.83,Loyal
CUST0899,5,9363.8,2024-03-19,4.2,Stable
CUST0970,6,19409.95,2023-11-21,3.5,Stable
CUST0722,6,7283.05,2024-06-04,3.83,Stable
CUST0941,6,18958.8,2024-03-05,3.83,Stable
CUST0538,3,14384.15,2024-04-25,3.67,At Risk
CUST1023,2,2921.55,2023-12-19,5.0,At Risk
CUST0486,10,39425.35,2024-02-28,4.3,Loyal
CUST0092,4,7603.7,2023-10-18,3.75,Stable
CUST1057,8,20123.1,2024-06-17,4.13,Loyal
CUST0379,5,20272.6,2024-06-15,3.8,Stable
CUST0593,10,29835.4,2024-04-18,3.9,Loyal
CUST0047,7,15685.35,2024-05-10,4.43,Stable
CUST0877,7,24951.5,2024-01-12,3.29,Stable
CUST0863,8,24045.1,2024-05-06,2.63,Loyal
CUST0156,4,16213.15,2024-03-16,4.25,Stable
CUST0689,8,14362.6,2024-06-12,4.63,Loyal
CUST0500,11,38206.6,2023-12-12,4.0,Loyal
CUST1155,5,8287.6,2023-11-30,3.4,Stable
CUST0138,6,23597.7,2024-03-03,4.17,Stable
CUST0110,6,32151.2,2024-03-11,4.5,Stable
CUST0282,8,22003.85,2024-06-20,4.25,Loyal
CUST1030,10,24114.7,2024-06-20,3.6,Loyal
CUST0771,5,24936.35,2024-03-01,4.2,Stable
CUST0596,6,77156.1,2024-05-09,4.0,Stable
CUST0188,8,43354.45,2024-05-30,3.13,Loyal
CUST0412,6,16634.7,2024-01-01,3.5,Stable
CUST0539,6,12704.6,2024-06-20,4.0,Stable
CUST0599,9,79162.95,2024-05-05,3.89,Loyal
CUST0245,4,15324.2,2023-10-30,2.75,Stable
CUST0471,8,23203.15,2024-03-26,3.88,Loyal
CUST0155,9,21801.35,2024-04-28,3.56,Loyal
CUST0939,9,25481.55,2024-06-18,3.89,Loyal
CUST0325,8,27352.9,2024-03-27,3.88,Loyal
CUST1085,12,35659.65,2024-06-21,4.08,Loyal
CUST1170,7,24192.3,2024-02-01,4.14,Stable
CUST0816,10,30257.2,2024-05-31,3.9,Loyal
CUST0357,11,51780.5,2024-06-22,4.36,Loyal
CUST0879,7,21068.4,2023-12-22,3.57,Stable
CUST0360,6,25299.1,2024-06-17,4.0,Stable
CUST1148,11,55382.95,2024-06-04,3.64,Loyal
CUST0642,10,31046.2,2024-03-22,3.8,Loyal
CUST0927,9,40284.35,2024-03-31,4.11,Loyal
